election,year,county,constit,party,name,seats,quota,electorate,turnout,valid,spoilt,transfers,round_totals
Local Election,2014,Dublin,Ballymun,Fine Gael,Dr. Bill Tormey,7,2143,38875,17454,17143,311,"[678, 11, 3, 2, 6, 0, 7, 11, 11, 25, 0, 0, 0, 0, 0]","[678, 689, 692, 694, 700, 700, 707, 718, 729, 754, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Ballymun,Independent,Peter McDonnell,7,2143,38875,17454,17143,311,"[418, 7, 3, 29, 8, 14, 18, 53, 17, 0, 0, 0, 0, 0, 0]","[418, 425, 428, 457, 465, 479, 497, 550, 567, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Ballymun,Workers' Party,Owen Martin,7,2143,38875,17454,17143,311,"[360, 37, 29, 3, 4, 7, 26, 11, 0, 0, 0, 0, 0, 0, 0]","[360, 397, 426, 429, 433, 440, 466, 477, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Ballymun,Independent,Agnieszka Wieczorkowska,7,2143,38875,17454,17143,311,"[338, 13, 6, 6, 26, 8, 14, 0, 0, 0, 0, 0, 0, 0, 0]","[338, 351, 357, 363, 389, 397, 411, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Ballymun,Solidarity,Helen Metcalfe,7,2143,38875,17454,17143,311,"[258, 27, 14, 6, 9, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[258, 285, 299, 305, 314, 330, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Ballymun,Direct Democracy,Cormac McKay,7,2143,38875,17454,17143,311,"[162, 11, 6, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[162, 173, 179, 183, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Ballymun,Independent,Cearuil Swords,7,2143,38875,17454,17143,311,"[156, 9, 5, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[156, 165, 170, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Ballymun,Independent,Austin McCoy,7,2143,38875,17454,17143,311,"[146, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[146, 155, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Beaumont-Donaghmede,Sinn Féin,Larry O'Toole,9,2182,49839,22227,21819,408,"[3337, -1155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3337, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182]"
Local Election,2014,Dublin,Beaumont-Donaghmede,Fianna Fáil,Tom Brabazon,9,2182,49839,22227,21819,408,"[2334, 0, 0, -152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2334, 2334, 2334, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182]"
Local Election,2014,Dublin,Beaumont-Donaghmede,People Before Profit,John Lyons,9,2182,49839,22227,21819,408,"[2313, 0, 0, 0, -131, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2313, 2313, 2313, 2313, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182]"
Local Election,2014,Dublin,Beaumont-Donaghmede,Sinn Féin,Mícheál Mac Donncha,9,2182,49839,22227,21819,408,"[2245, 0, 0, 0, 0, 0, 0, -63, 0, 0, 0, 0, 0, 0]","[2245, 2245, 2245, 2245, 2245, 2245, 2245, 2182, 2182, 2182, 2182, 2182, 2182, 2182]"
Local Election,2014,Dublin,Beaumont-Donaghmede,Sinn Féin,Denise Mitchell,9,2182,49839,22227,21819,408,"[1982, 799, -599, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1982, 2781, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182, 2182]"
Local Election,2014,Dublin,Beaumont-Donaghmede,Fine Gael,Declan Flanagan,9,2182,49839,22227,21819,408,"[1415, 14, 13, 15, 3, 119, 5, 2, 6, 29, 13, 378, 209, 0]","[1415, 1429, 1442, 1457, 1460, 1579, 1584, 1586, 1592, 1621, 1634, 2012, 2221, 2221]"
Local Election,2014,Dublin,Beaumont-Donaghmede,Solidarity,Michael O'Brien,9,2182,49839,22227,21819,408,"[906, 55, 89, 7, 48, 1, 63, 18, 357, 80, 188, 28, 81, 284]","[906, 961, 1050, 1057, 1105, 1106, 1169, 1187, 1544, 1624, 1812, 1840, 1921, 2205]"
Local Election,2014,Dublin,Beaumont-Donaghmede,Independent,Paddy Bourke,9,2182,49839,22227,21819,408,"[1163, 51, 64, 9, 12, 6, 32, 8, 19, 51, 47, 22, 61, 535]","[1163, 1214, 1278, 1287, 1299, 1305, 1337, 1345, 1364, 1415, 1462, 1484, 1545, 2080]"
Local Election,2014,Dublin,Beaumont-Donaghmede,Labour Party,Alison Gilliland,9,2182,49839,22227,21819,408,"[873, 22, 19, 5, 4, 14, 8, 1, 5, 68, 14, 111, 425, 68]","[873, 895, 914, 919, 923, 937, 945, 946, 951, 1019, 1033, 1144, 1569, 1637]"
Local Election,2014,Dublin,Beaumont-Donaghmede,Fianna Fáil,Sean Paul Mahon,9,2182,49839,22227,21819,408,"[1034, 34, 22, 80, 3, 8, 6, 3, 4, 33, 20, 41, 57, 39]","[1034, 1068, 1090, 1170, 1173, 1181, 1187, 1190, 1194, 1227, 1247, 1288, 1345, 1384]"
Local Election,2014,Dublin,Beaumont-Donaghmede,Independent,Paul Clarke,9,2182,49839,22227,21819,408,"[833, 32, 44, 10, 24, 6, 57, 8, 23, 58, 108, 21, 54, 0]","[833, 865, 909, 919, 943, 949, 1006, 1014, 1037, 1095, 1203, 1224, 1278, 0]"
Local Election,2014,Dublin,Beaumont-Donaghmede,Labour Party,Brian McDowell,9,2182,49839,22227,21819,408,"[914, 15, 8, 10, 3, 11, 5, 3, 3, 33, 5, 91, 0, 0]","[914, 929, 937, 947, 950, 961, 966, 969, 972, 1005, 1010, 1101, 0, 0]"
Local Election,2014,Dublin,Beaumont-Donaghmede,Fine Gael,Stephanie Regan,9,2182,49839,22227,21819,408,"[688, 11, 4, 6, 1, 27, 9, 1, 5, 44, 12, 0, 0, 0]","[688, 699, 703, 709, 710, 737, 746, 747, 752, 796, 808, 0, 0, 0]"
Local Election,2014,Dublin,Beaumont-Donaghmede,Éirígí,Ciarán Heaphey,9,2182,49839,22227,21819,408,"[512, 51, 84, 3, 9, 1, 18, 8, 11, 19, 0, 0, 0, 0]","[512, 563, 647, 650, 659, 660, 678, 686, 697, 716, 0, 0, 0, 0]"
Local Election,2014,Dublin,Beaumont-Donaghmede,Green Party,Ian Noel Smyth,9,2182,49839,22227,21819,408,"[442, 14, 23, 6, 5, 2, 23, 5, 5, 0, 0, 0, 0, 0]","[442, 456, 479, 485, 490, 492, 515, 520, 525, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Beaumont-Donaghmede,Solidarity,Proinsias Ó Conaráin,9,2182,49839,22227,21819,408,"[351, 28, 29, 3, 10, 3, 59, 6, 0, 0, 0, 0, 0, 0]","[351, 379, 408, 411, 421, 424, 483, 489, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Beaumont-Donaghmede,Direct Democracy,Tom Rooney,9,2182,49839,22227,21819,408,"[284, 25, 32, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[284, 309, 341, 343, 352, 352, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Beaumont-Donaghmede,Fine Gael,Ciaran Byrne,9,2182,49839,22227,21819,408,"[193, 4, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[193, 197, 199, 203, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Cabra-Finglas,Independent,Cieran Perry,7,2107,37487,17170,16851,319,"[2269, -162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2269, 2107, 2107, 2107, 2107, 2107, 2107, 2107, 2107, 2107, 2107, 2107, 2107]"
Local Election,2014,Dublin,Cabra-Finglas,Sinn Féin,Anthony Connaghan,7,2107,37487,17170,16851,319,"[2207, 0, 0, 0, -100, 0, 0, 0, 0, 0, 0, 0, 0]","[2207, 2207, 2207, 2207, 2107, 2107, 2107, 2107, 2107, 2107, 2107, 2107, 2107]"
Local Election,2014,Dublin,Cabra-Finglas,Sinn Féin,Emma Murphy,7,2107,37487,17170,16851,319,"[2155, 626, -674, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2155, 2781, 2107, 2107, 2107, 2107, 2107, 2107, 2107, 2107, 2107, 2107, 2107]"
Local Election,2014,Dublin,Cabra-Finglas,Sinn Féin,Seamus McGrattan,7,2107,37487,17170,16851,319,"[1852, 41, 65, 21, 33, 25, 25, 20, 93, -68, 0, 0, 0]","[1852, 1893, 1958, 1979, 2012, 2037, 2062, 2082, 2175, 2107, 2107, 2107, 2107]"
Local Election,2014,Dublin,Cabra-Finglas,Labour Party,Brendan Carr,7,2107,37487,17170,16851,319,"[1229, 13, 20, 1, 1, 15, 124, 117, 46, 6, 71, 235, 414]","[1229, 1242, 1262, 1263, 1264, 1279, 1403, 1520, 1566, 1572, 1643, 1878, 2292]"
Local Election,2014,Dublin,Cabra-Finglas,Fianna Fáil,David Costello,7,2107,37487,17170,16851,319,"[1313, 5, 5, 31, 2, 146, 21, 23, 18, 1, 346, 102, 149]","[1313, 1318, 1323, 1354, 1356, 1502, 1523, 1546, 1564, 1565, 1911, 2013, 2162]"
Local Election,2014,Dublin,Cabra-Finglas,Independent,Teresa Keegan,7,2107,37487,17170,16851,319,"[1135, 36, 4, 19, 3, 13, 33, 78, 127, 5, 65, 134, 116]","[1135, 1171, 1175, 1194, 1197, 1210, 1243, 1321, 1448, 1453, 1518, 1652, 1768]"
Local Election,2014,Dublin,Cabra-Finglas,United Left,Bernie Hughes,7,2107,37487,17170,16851,319,"[707, 16, 10, 20, 3, 2, 9, 24, 236, 24, 18, 102, 14]","[707, 723, 733, 753, 756, 758, 767, 791, 1027, 1051, 1069, 1171, 1185]"
Local Election,2014,Dublin,Cabra-Finglas,Fine Gael,David Rouse,7,2107,37487,17170,16851,319,"[643, 2, 0, 161, 0, 12, 34, 52, 13, 0, 36, 58, 0]","[643, 645, 645, 806, 806, 818, 852, 904, 917, 917, 953, 1011, 0]"
Local Election,2014,Dublin,Cabra-Finglas,Labour Party,John Redmond,7,2107,37487,17170,16851,319,"[589, 2, 3, 47, 2, 4, 75, 41, 16, 2, 13, 0, 0]","[589, 591, 594, 641, 643, 647, 722, 763, 779, 781, 794, 0, 0]"
Local Election,2014,Dublin,Cabra-Finglas,Fianna Fáil,Paul Anthony Ward,7,2107,37487,17170,16851,319,"[506, 7, 1, 5, 0, 170, 34, 14, 5, 0, 0, 0, 0]","[506, 513, 514, 519, 519, 689, 723, 737, 742, 742, 0, 0, 0]"
Local Election,2014,Dublin,Cabra-Finglas,People Before Profit,Gaughran David,7,2107,37487,17170,16851,319,"[522, 18, 6, 5, 2, 4, 23, 74, 0, 0, 0, 0, 0]","[522, 540, 546, 551, 553, 557, 580, 654, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Cabra-Finglas,Green Party,Tom Duffy,7,2107,37487,17170,16851,319,"[459, 6, 2, 8, 1, 6, 38, 0, 0, 0, 0, 0, 0]","[459, 465, 467, 475, 476, 482, 520, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Cabra-Finglas,Labour Party,Declan Meenagh,7,2107,37487,17170,16851,319,"[440, 9, 0, 8, 1, 13, 0, 0, 0, 0, 0, 0, 0]","[440, 449, 449, 457, 458, 471, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Cabra-Finglas,Fianna Fáil,Darren Lehane,7,2107,37487,17170,16851,319,"[441, 3, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[441, 444, 445, 449, 449, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Cabra-Finglas,Fine Gael,Jimmy Prendergast,7,2107,37487,17170,16851,319,"[384, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[384, 388, 390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Clontarf,Independent,Damien O'Farrell,6,2729,28420,19318,19099,219,"[3926, -1197, 0, 0, 0, 0, 0, 0, 0]","[3926, 2729, 2729, 2729, 2729, 2729, 2729, 2729, 2729]"
Local Election,2014,Dublin,Clontarf,Fianna Fáil,Seán Haughey,6,2729,28420,19318,19099,219,"[2440, 85, 23, 143, 103, -65, 0, 0, 0]","[2440, 2525, 2548, 2691, 2794, 2729, 2729, 2729, 2729]"
Local Election,2014,Dublin,Clontarf,Fine Gael,Naoise Ó Muirí,6,2729,28420,19318,19099,219,"[1979, 165, 11, 210, 75, 10, 592, -313, 0]","[1979, 2144, 2155, 2365, 2440, 2450, 3042, 2729, 2729]"
Local Election,2014,Dublin,Clontarf,Labour Party,Jane Horgan-Jones,6,2729,28420,19318,19099,219,"[1943, 167, 21, 93, 90, 6, 204, 186, 123]","[1943, 2110, 2131, 2224, 2314, 2320, 2524, 2710, 2833]"
Local Election,2014,Dublin,Clontarf,Fianna Fáil,Deirdre Heney,6,2729,28420,19318,19099,219,"[2175, 118, 23, 74, 89, 31, 153, 52, 94]","[2175, 2293, 2316, 2390, 2479, 2510, 2663, 2715, 2809]"
Local Election,2014,Dublin,Clontarf,Sinn Féin,Ciarán O'Moore,6,2729,28420,19318,19099,219,"[1798, 100, 90, 25, 98, 4, 21, 5, 423]","[1798, 1898, 1988, 2013, 2111, 2115, 2136, 2141, 2564]"
Local Election,2014,Dublin,Clontarf,Green Party,Donna Cooney,6,2729,28420,19318,19099,219,"[943, 99, 21, 65, 127, 3, 112, 60, 274]","[943, 1042, 1063, 1128, 1255, 1258, 1370, 1430, 1704]"
Local Election,2014,Dublin,Clontarf,People Before Profit,Pat Doherty,6,2729,28420,19318,19099,219,"[814, 90, 233, 27, 210, 8, 36, 10, 0]","[814, 904, 1137, 1164, 1374, 1382, 1418, 1428, 0]"
Local Election,2014,Dublin,Clontarf,Fine Gael,Jimmy Bowler,6,2729,28420,19318,19099,219,"[938, 62, 5, 194, 36, 3, 0, 0, 0]","[938, 1000, 1005, 1199, 1235, 1238, 0, 0, 0]"
Local Election,2014,Dublin,Clontarf,Independent,Philip Grogan,6,2729,28420,19318,19099,219,"[726, 197, 116, 32, 0, 0, 0, 0, 0]","[726, 923, 1039, 1071, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Clontarf,Fine Gael,Pat Crimmins,6,2729,28420,19318,19099,219,"[907, 19, 8, 0, 0, 0, 0, 0, 0]","[907, 926, 934, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Clontarf,Solidarity,Philip Wright,6,2729,28420,19318,19099,219,"[510, 91, 0, 0, 0, 0, 0, 0, 0]","[510, 601, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Crumlin-Kimmage,Sinn Féin,Criona Ní Dhálaigh,6,1620,29575,11581,11335,246,"[1528, 3, 12, 25, 7, 7, 10, 18, 143, -133, 0, 0, 0, 0]","[1528, 1531, 1543, 1568, 1575, 1582, 1592, 1610, 1753, 1620, 1620, 1620, 1620, 1620]"
Local Election,2014,Dublin,Crumlin-Kimmage,People Before Profit,Tina McVeigh,6,1620,29575,11581,11335,246,"[1310, 28, 25, 42, 26, 21, 13, 82, 115, 0, 0, 0, 0, 0]","[1310, 1338, 1363, 1405, 1431, 1452, 1465, 1547, 1662, 1662, 1662, 1662, 1662, 1662]"
Local Election,2014,Dublin,Crumlin-Kimmage,Sinn Féin,Ray McHugh,6,1620,29575,11581,11335,246,"[1442, 3, 10, 15, 10, 14, 6, 9, 103, 59, 0, -51, 0, 0]","[1442, 1445, 1455, 1470, 1480, 1494, 1500, 1509, 1612, 1671, 1671, 1620, 1620, 1620]"
Local Election,2014,Dublin,Crumlin-Kimmage,Labour Party,Rebecca Moynihan,6,1620,29575,11581,11335,246,"[981, 13, 38, 15, 7, 15, 39, 110, 25, 5, 270, 3, 381, -282]","[981, 994, 1032, 1047, 1054, 1069, 1108, 1218, 1243, 1248, 1518, 1521, 1902, 1620]"
Local Election,2014,Dublin,Crumlin-Kimmage,Fianna Fáil,Catherine Ardagh,6,1620,29575,11581,11335,246,"[857, 4, 10, 3, 159, 16, 18, 25, 19, 3, 47, 0, 142, 87]","[857, 861, 871, 874, 1033, 1049, 1067, 1092, 1111, 1114, 1161, 1161, 1303, 1390]"
Local Election,2014,Dublin,Crumlin-Kimmage,United Left,Pat Dunne,6,1620,29575,11581,11335,246,"[1047, 15, 5, 18, 13, 29, 7, 20, 32, 3, 52, 14, 61, 29]","[1047, 1062, 1067, 1085, 1098, 1127, 1134, 1154, 1186, 1189, 1241, 1255, 1316, 1345]"
Local Election,2014,Dublin,Crumlin-Kimmage,Independent,Paul Dillon,6,1620,29575,11581,11335,246,"[649, 25, 4, 51, 7, 135, 15, 66, 43, 5, 45, 8, 85, 53]","[649, 674, 678, 729, 736, 871, 886, 952, 995, 1000, 1045, 1053, 1138, 1191]"
Local Election,2014,Dublin,Crumlin-Kimmage,Fine Gael,Edel James,6,1620,29575,11581,11335,246,"[516, 9, 8, 4, 13, 9, 205, 49, 19, 1, 135, 2, 0, 0]","[516, 525, 533, 537, 550, 559, 764, 813, 832, 833, 968, 970, 0, 0]"
Local Election,2014,Dublin,Crumlin-Kimmage,Labour Party,Gary Honer,6,1620,29575,11581,11335,246,"[508, 7, 45, 7, 9, 9, 26, 52, 14, 5, 0, 0, 0, 0]","[508, 515, 560, 567, 576, 585, 611, 663, 677, 682, 0, 0, 0, 0]"
Local Election,2014,Dublin,Crumlin-Kimmage,Éirígí,Damien Farrell,6,1620,29575,11581,11335,246,"[554, 3, 1, 8, 5, 13, 1, 4, 0, 0, 0, 0, 0, 0]","[554, 557, 558, 566, 571, 584, 585, 589, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Crumlin-Kimmage,Green Party,Sandra Dunne,6,1620,29575,11581,11335,246,"[426, 13, 13, 14, 8, 4, 11, 0, 0, 0, 0, 0, 0, 0]","[426, 439, 452, 466, 474, 478, 489, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Crumlin-Kimmage,Fine Gael,Jason O'Callaghan,6,1620,29575,11581,11335,246,"[348, 6, 7, 4, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0]","[348, 354, 361, 365, 370, 376, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Crumlin-Kimmage,Independent,Tony Byrne,6,1620,29575,11581,11335,246,"[267, 7, 8, 20, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[267, 274, 282, 302, 310, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Crumlin-Kimmage,Fianna Fáil,Aoife Donoghue,6,1620,29575,11581,11335,246,"[293, 1, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[293, 294, 299, 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Crumlin-Kimmage,Independent,John J. O'Donovan,6,1620,29575,11581,11335,246,"[220, 34, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[220, 254, 260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Crumlin-Kimmage,Labour Party,John Gallagher,6,1620,29575,11581,11335,246,"[202, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[202, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Crumlin-Kimmage,Independent,Christian Hayden,6,1620,29575,11581,11335,246,"[117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Crumlin-Kimmage,Independent,Lech Szczecinski,6,1620,29575,11581,11335,246,"[70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,North Inner City,Sinn Féin,Janice Boylan,8,1145,28900,10547,10304,243,"[1393, -248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1393, 1145, 1145, 1145, 1145, 1145, 1145, 1145, 1145, 1145, 1145, 1145, 1145]"
Local Election,2014,Dublin,North Inner City,Independent,Christy Burke,8,1145,28900,10547,10304,243,"[1238, 0, -93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1238, 1238, 1145, 1145, 1145, 1145, 1145, 1145, 1145, 1145, 1145, 1145, 1145]"
Local Election,2014,Dublin,North Inner City,Independent,Nial Ring,8,1145,28900,10547,10304,243,"[991, 4, 14, 4, 5, 3, 75, 13, 63, 0, 0, 0, -27]","[991, 995, 1009, 1013, 1018, 1021, 1096, 1109, 1172, 1172, 1172, 1172, 1145]"
Local Election,2014,Dublin,North Inner City,Sinn Féin,Jonathan Dowdall,8,1145,28900,10547,10304,243,"[731, 134, 21, 5, 0, 4, 22, 1, 39, 103, 34, 19, 1]","[731, 865, 886, 891, 891, 895, 917, 918, 957, 1060, 1094, 1113, 1114]"
Local Election,2014,Dublin,North Inner City,Green Party,Ciarán Cuffe,8,1145,28900,10547,10304,243,"[724, 9, 4, 3, 13, 9, 5, 5, 57, 29, 75, 165, 2]","[724, 733, 737, 740, 753, 762, 767, 772, 829, 858, 933, 1098, 1100]"
Local Election,2014,Dublin,North Inner City,Independent,Garry Gannon,8,1145,28900,10547,10304,243,"[741, 11, 14, 18, 21, 6, 26, 6, 61, 83, 52, 34, 6]","[741, 752, 766, 784, 805, 811, 837, 843, 904, 987, 1039, 1073, 1079]"
Local Election,2014,Dublin,North Inner City,Fine Gael,Ray McAdam,8,1145,28900,10547,10304,243,"[606, 4, 1, 2, 8, 12, 2, 151, 18, 11, 53, 162, 2]","[606, 610, 611, 613, 621, 633, 635, 786, 804, 815, 868, 1030, 1032]"
Local Election,2014,Dublin,North Inner City,Independent,Éilis Ryan,8,1145,28900,10547,10304,243,"[628, 7, 3, 9, 13, 3, 18, 6, 58, 26, 69, 100, 10]","[628, 635, 638, 647, 660, 663, 681, 687, 745, 771, 840, 940, 950]"
Local Election,2014,Dublin,North Inner City,Sinn Féin,Gaye Fagan,8,1145,28900,10547,10304,243,"[732, 54, 13, 5, 0, 4, 17, 2, 20, 26, 36, 32, 6]","[732, 786, 799, 804, 804, 808, 825, 827, 847, 873, 909, 941, 947]"
Local Election,2014,Dublin,North Inner City,Labour Party,Lucy McRoberts,8,1145,28900,10547,10304,243,"[422, 1, 0, 2, 2, 83, 1, 23, 22, 116, 31, 0, 0]","[422, 423, 423, 425, 427, 510, 511, 534, 556, 672, 703, 0, 0]"
Local Election,2014,Dublin,North Inner City,Fianna Fáil,Brian Mohan,8,1145,28900,10547,10304,243,"[510, 3, 2, 1, 6, 6, 5, 8, 18, 11, 0, 0, 0]","[510, 513, 515, 516, 522, 528, 533, 541, 559, 570, 0, 0, 0]"
Local Election,2014,Dublin,North Inner City,Labour Party,Darryl O'Callaghan,8,1145,28900,10547,10304,243,"[416, 6, 7, 0, 0, 18, 7, 8, 28, 0, 0, 0, 0]","[416, 422, 429, 429, 429, 447, 454, 462, 490, 0, 0, 0, 0]"
Local Election,2014,Dublin,North Inner City,Independent,Mel MacGiobúin,8,1145,28900,10547,10304,243,"[408, 5, 7, 2, 7, 5, 11, 2, 0, 0, 0, 0, 0]","[408, 413, 420, 422, 429, 434, 445, 447, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,North Inner City,Fine Gael,Patrick Martin,8,1145,28900,10547,10304,243,"[228, 1, 1, 2, 2, 7, 10, 0, 0, 0, 0, 0, 0]","[228, 229, 230, 232, 234, 241, 251, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,North Inner City,Independent,Malachy Steenson,8,1145,28900,10547,10304,243,"[217, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[217, 218, 220, 224, 224, 224, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,North Inner City,Labour Party,Padraig McLoughlin,8,1145,28900,10547,10304,243,"[162, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[162, 164, 165, 166, 167, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,North Inner City,Independent,Rafal Kornatka,8,1145,28900,10547,10304,243,"[91, 1, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[91, 92, 93, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,North Inner City,Independent,Eva de Winter,8,1145,28900,10547,10304,243,"[39, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[39, 44, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,North Inner City,Independent,Philip Lee,8,1145,28900,10547,10304,243,"[27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 27, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Pembroke-South Dock,Sinn Féin,Chris Andrews,7,1535,39209,14013,13811,202,"[2081, -546, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2081, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535]"
Local Election,2014,Dublin,Pembroke-South Dock,Independent,Mannix Flynn,7,1535,39209,14013,13811,202,"[1331, 122, 25, 91, 0, 0, -34, 0, 0, 0, 0]","[1331, 1453, 1478, 1569, 1569, 1569, 1535, 1535, 1535, 1535, 1535]"
Local Election,2014,Dublin,Pembroke-South Dock,Labour Party,Dermot Lacey,7,1535,39209,14013,13811,202,"[1343, 18, 4, 15, 89, 26, 2, 333, -295, 0, 0]","[1343, 1361, 1365, 1380, 1469, 1495, 1497, 1830, 1535, 1535, 1535]"
Local Election,2014,Dublin,Pembroke-South Dock,Green Party,Claire Byrne,7,1535,39209,14013,13811,202,"[1071, 61, 16, 24, 44, 75, 8, 54, 71, 42, 176]","[1071, 1132, 1148, 1172, 1216, 1291, 1299, 1353, 1424, 1466, 1642]"
Local Election,2014,Dublin,Pembroke-South Dock,Fine Gael,Paddy McCartan,7,1535,39209,14013,13811,202,"[1021, 11, 1, 8, 10, 17, 0, 25, 47, 166, 87]","[1021, 1032, 1033, 1041, 1051, 1068, 1068, 1093, 1140, 1306, 1393]"
Local Election,2014,Dublin,Pembroke-South Dock,Fine Gael,Kieran Binchy,7,1535,39209,14013,13811,202,"[1008, 7, 2, 8, 37, 12, 0, 40, 27, 152, 83]","[1008, 1015, 1017, 1025, 1062, 1074, 1074, 1114, 1141, 1293, 1376]"
Local Election,2014,Dublin,Pembroke-South Dock,People Before Profit,Sonya Stapleton,7,1535,39209,14013,13811,202,"[773, 154, 11, 28, 11, 178, 15, 33, 28, 15, 86]","[773, 927, 938, 966, 977, 1155, 1170, 1203, 1231, 1246, 1332]"
Local Election,2014,Dublin,Pembroke-South Dock,Fine Gael,Nadine Meisonnave,7,1535,39209,14013,13811,202,"[645, 2, 4, 11, 11, 23, 2, 36, 26, 247, 110]","[645, 647, 651, 662, 673, 696, 698, 734, 760, 1007, 1117]"
